invoice_no,buyer_gstin,period,auto_tax,auto_value
INV-434,29GPDUQ3180A1ZF,2025-01,135745.92,754144
INV-435,28CTVOP5313V1ZY,2025-01,115746.3,643035
INV-436,16ENVGK3459H1ZJ,2025-01,112685.22,626029
INV-437,11SDCLJ5375F1ZM,2025-01,131058.36,728102
INV-438,01XAFDY6472D1ZB,2025-01,3204.72,17804
INV-439,34MOXDD4553Y1ZO,2025-01,157434.66,874637
INV-440,29TDFSP4053R1ZZ,2025-01,48389.4,268830
INV-441,02PDJVP7634L1ZN,2025-01,109238.22,606879
INV-442,24MLYMO3828C1ZJ,2025-01,101872.91,614118
INV-443,17FSITY6172S1ZY,2025-01,56141.46,311897
INV-444,15QYSPP2554L1ZZ,2025-01,87924.96,488472
INV-445,24XCJQJ1507G1ZE,2025-01,136118.88,756216
INV-446,14JCJWE2293F1ZP,2025-01,157217.04,873428
INV-447,20PNNMO4031N1ZS,2025-01,35694.18,198301
INV-448,32DTGZE8076K1ZO,2025-01,88212.06,490067
INV-449,05ROKNM5636D1ZD,2025-01,36423.9,202355
INV-450,01OMLEB9484C1ZS,2025-01,76080.24,422668
INV-451,28OCYRD0354B1ZJ,2025-01,47040.84,261338
INV-452,13UORYV7784C1ZD,2025-01,120346.56,668592
INV-453,22RNPYX5984U1ZN,2025-01,174745.08,970806
INV-454,30TJATI8878C1ZJ,2025-01,138150.18,767501
INV-455,36GSFRA4156W1ZE,2025-01,79426.08,441256
INV-456,24GJXEK3626W1ZD,2025-01,16245.18,90251
INV-457,01PNWWB9905L1ZD,2025-01,131846.49,827376
INV-458,36KIHLW7654N1ZE,2025-01,32912.28,182846
INV-459,28RGIRK8590U1ZF,2025-01,10224.54,56803
INV-460,27GCAOZ3676Y1ZA,2025-01,122382,679900
INV-461,14OOHYU5138R1ZO,2025-01,88981.38,494341
INV-462,34DIBWW3817X1ZJ,2025-01,77173.2,428740
INV-463,07BFGYW8318W1ZJ,2025-01,3826.44,21258
INV-464,03NLVBZ5375Q1ZY,2025-01,174903.66,971687
INV-465,20AZFIU9895S1ZS,2025-01,143107.74,795043
INV-466,12FVVGL9728Q1ZM,2025-01,14679.18,81551
INV-467,05ROKNM5636D1ZD,2025-01,47531.34,264063
INV-468,26RRSRZ2430W1ZS,2025-01,156650.22,870279
INV-469,20JPFRF1837S1ZH,2025-01,32094.47,188875
INV-470,19AHHWB2275Z1ZG,2025-01,35252.28,195846
INV-471,11PGISE1309T1ZV,2025-01,141743.16,787462
INV-472,02QGMCY4236X1ZW,2025-01,128520.9,714005
INV-473,24SBDHK5873D1ZU,2025-01,30771.36,170952
INV-474,21WQDBL3205J1ZO,2025-01,42695.46,237197
INV-475,30JDJPG8039X1ZC,2025-01,102267.9,568155
INV-476,25XVAOH1860M1ZQ,2025-01,10813.5,60075
INV-477,25RPIWK6623K1ZJ,2025-01,122786.82,682149
INV-478,05ROKNM5636D1ZD,2025-01,171104.94,950583
INV-479,04HUQBR0328V1ZL,2025-01,59994.18,333301
INV-480,18FZLKA1555K1ZD,2025-01,2680.56,14892
INV-481,09GQGPS2908J1ZG,2025-01,146587.86,814377
INV-482,20PNNMO4031N1ZS,2025-01,72511.74,402843
INV-483,17FSITY6172S1ZY,2025-01,4827.06,26817
INV-484,04WDERP3542R1ZA,2025-01,58986.05,363492
INV-485,22RNPYX5984U1ZN,2025-01,13723.2,76240
INV-486,24CPVAN3439D1ZG,2025-01,20033.1,111295
INV-487,03RVHXB4166W1ZW,2025-01,33328.98,185161
INV-488,14RLIVV8375W1ZV,2025-01,22124.52,122914
INV-489,05SXWQV5720I1ZR,2025-01,120101.94,667233
INV-490,05ITQUT3058F1ZY,2025-01,178148.34,989713
INV-491,24XRNGL0999J1ZC,2025-01,82559.7,458665
INV-492,32RJUGC4491J1ZK,2025-01,18670.12,121028
INV-493,26SKCAI8689C1ZN,2025-01,4629.96,25722
INV-494,20EGVKX3719X1ZC,2025-01,3731.13,22563
INV-495,14XKMNJ0707M1ZE,2025-01,43341.66,240787
INV-496,37OIZFB1027F1ZW,2025-01,54356.94,301983
INV-497,30AYELZ4998J1ZF,2025-01,10093.14,56073
INV-498,26JURYD6700Y1ZU,2025-01,79391.88,441066
INV-499,18UJKPN7002R1ZS,2025-01,96091.74,533843
INV-500,11PGISE1309T1ZV,2025-01,151145.28,839696
INV-501,37YCAID6479X1ZX,2025-01,19682.28,109346
INV-502,30QQONQ3358O1ZJ,2025-01,133225.02,740139
INV-503,24MGTTV4896N1ZI,2025-01,147398.04,818878
INV-504,24SVPXC2616S1ZU,2025-01,34892.46,193847
INV-505,23IJVXP7370D1ZH,2025-01,131584.86,731027
INV-506,12OOTTO6741Z1ZF,2025-01,92799,515550
INV-507,13DTOUN0309Z1ZJ,2025-01,108560.03,648093
INV-508,25WOJRT9700I1ZG,2025-01,98252.82,545849
INV-509,10EQXIY0809Y1ZS,2025-01,96817.32,537874
INV-510,30DDTOT4539E1ZQ,2025-01,45702.72,253904
INV-511,20NKKQO9338S1ZN,2025-01,171061.38,950341
INV-512,29KMIDW3933Y1ZL,2025-01,141076.44,783758
INV-513,31HACDG3400R1ZG,2025-01,118776.78,659871
INV-514,35DJTGJ6364T1ZR,2025-01,72488.88,402716
INV-515,01XAFDY6472D1ZB,2025-01,26116.55,169038
INV-516,06DMIIU9473Y1ZE,2025-01,8954.64,49748
INV-517,03RVHXB4166W1ZW,2025-01,114682.86,637127
INV-518,34QBFQT5133V1ZZ,2025-01,63838.08,354656
INV-519,25LRRCQ7701W1ZZ,2025-01,123275.7,684865
INV-520,12IAABK5637I1ZG,2025-01,80108.46,445047
INV-521,03LRWGB4577E1ZQ,2025-01,143461.62,797009
INV-522,05JLNVM5884L1ZZ,2025-01,140125.14,778473
INV-523,31HACDG3400R1ZG,2025-01,40646.7,225815
INV-524,30AERUX1433Y1ZD,2025-01,175005.9,972255
INV-525,32DQYRG7955Y1ZP,2025-01,131532.84,730738
INV-526,12MKOGG4929P1ZG,2025-01,116568,647600
INV-527,24CAIJH1145N1ZD,2025-01,36442.98,202461
INV-528,24PSBFH0212U1ZL,2025-01,13995.9,77755
INV-529,27UAZGL2560P1ZE,2025-01,38126.52,211814
INV-530,05QMSQD0091H1ZR,2025-01,153562.58,993852
INV-531,17FSITY6172S1ZY,2025-01,34580.16,192112
INV-532,22DRBDW4138T1ZF,2025-01,151895.16,843862
INV-533,28RGIRK8590U1ZF,2025-01,16552.98,91961
INV-534,09QPAGU3964M1ZL,2025-01,60586.56,336592
INV-535,29XDLYF4300Q1ZL,2025-01,48027.96,266822
INV-536,16WFFGQ1196V1ZP,2025-01,39678.47,271063
INV-537,31WEVPU8162X1ZV,2025-01,78548.36,480046
INV-538,15FDDTP4545V1ZG,2025-01,164577.24,914318
INV-539,28PDYEO0579V1ZP,2025-01,69668.64,387048
INV-540,06HRMLH7142V1ZS,2025-01,90644.04,503578
INV-541,05GISRT5596K1ZQ,2025-01,116819.28,648996
INV-542,36SJPHN4716Y1ZR,2025-01,156494.88,869416
INV-543,26BCVUJ4608S1ZY,2025-01,73790.46,409947
INV-544,30SLTZH8544X1ZS,2025-01,145029.6,805720
INV-545,37OBSNY5715M1ZC,2025-01,30639.78,170221
INV-546,26NKIII1515Y1ZL,2025-01,50362.02,279789
INV-547,05YRTKV2705L1ZB,2025-01,87414.66,485637
INV-548,05SXWQV5720I1ZR,2025-01,116183.34,645463
INV-549,24SVPXC2616S1ZU,2025-01,23437.17,153294
INV-550,36SJPHN4716Y1ZR,2025-01,174713.94,970633
INV-551,04WDERP3542R1ZA,2025-01,164431.8,913510
INV-552,03RVHXB4166W1ZW,2025-01,72438.66,402437
INV-553,24MGTTV4896N1ZI,2025-01,80283.42,446019
INV-554,29VHNEJ0205Z1ZP,2025-01,72228.6,401270
INV-555,01NKASN2564F1ZD,2025-01,122793.84,682188
INV-556,04VZDVJ6652C1ZA,2025-01,168838.02,937989
INV-557,05GRHFC9771F1ZW,2025-01,74433.42,413519
INV-558,11VUDGQ8518D1ZJ,2025-01,145801.98,810011
INV-559,14OZMJY4556X1ZV,2025-01,147372.3,818735
INV-560,03NLVBZ5375Q1ZY,2025-01,94024.26,522357
INV-561,30AYELZ4998J1ZF,2025-01,133251.48,740286
INV-562,10NKQVR0678B1ZH,2025-01,176674.5,981525
INV-563,33KBBSU5181T1ZK,2025-01,47542.5,264125
INV-564,20LOFKQ4710W1ZQ,2025-01,155272.32,862624
INV-565,11FATAH4797C1ZF,2025-01,129470.94,719283
INV-566,34BBHYY0751Q1ZV,2025-01,123602.58,686681
INV-567,22BYMJX2969P1ZX,2025-01,87767.1,487595
INV-568,13YHHYZ7764P1ZL,2025-01,48497.94,269433
INV-569,14EWUHM1869J1ZX,2025-01,126862.38,704791
INV-570,21WZGJW4349M1ZM,2025-01,147315.96,818422
INV-571,29KHVLK6051U1ZO,2025-01,174855.78,971421
INV-572,11FATAH4797C1ZF,2025-01,112433.94,624633
INV-573,36ROMWN3496L1ZY,2025-01,37439.1,207995
INV-574,15BPBLF6134G1ZU,2025-01,82369.26,457607
INV-575,15TAOPS2125H1ZP,2025-01,85187.34,534966
INV-576,15HFZLT1044G1ZD,2025-01,74048.76,411382
INV-577,19GBHOT1335A1ZF,2025-01,79488.54,441603
INV-578,19PUOEW4276M1ZH,2025-01,109876.68,610426
INV-579,24RTYKT1404N1ZI,2025-01,52576.02,292089
INV-580,20QFFHN7621D1ZA,2025-01,76914.36,427302
INV-581,24PSBFH0212U1ZL,2025-01,33584.04,186578
INV-582,04PTYFF6110A1ZN,2025-01,14982.12,83234
INV-583,09ZQYNS3134S1ZV,2025-01,80476.2,447090
INV-584,19GBHOT1335A1ZF,2025-01,83138.94,461883
INV-585,14QDKRW0175M1ZL,2025-01,36981.72,205454
INV-586,24FICSI1094E1ZY,2025-01,93618.36,520102
INV-587,25YWFYY6699G1ZI,2025-01,22606.74,125593
INV-588,05VCMUF8489V1ZM,2025-01,41921.82,232899
INV-589,06HRQCY2381B1ZH,2025-01,143341.74,796343
INV-590,31CMVHJ5547D1ZK,2025-01,38016.9,211205
INV-591,27QHEMO9182P1ZB,2025-01,78956.82,438649
INV-592,16GQPXB3303O1ZV,2025-01,119655.54,664753
INV-593,10HAVWI4099P1ZJ,2025-01,33155.1,184195
INV-594,16VCWGM6308F1ZP,2025-01,73093.86,406077
INV-595,34MOXDD4553Y1ZO,2025-01,66378.96,368772
INV-596,37KQMQH9486J1ZO,2025-01,91999.98,511111
INV-597,22OGRCY5454R1ZD,2025-01,20827.08,115706
INV-598,08ITQSA3261T1ZU,2025-01,143697.24,798318
INV-599,08CRXOA9644B1ZW,2025-01,150757.74,837543
INV-600,32RJUGC4491J1ZK,2025-01,100387.26,557707
INV-601,17BQZRF3950I1ZH,2025-01,99960.66,555337
INV-602,28ZJAFJ0381V1ZA,2025-01,91119.42,506219
INV-603,11TLQMI7586L1ZH,2025-01,65321.64,362898
INV-604,10VYYJE5725D1ZS,2025-01,66553.56,369742
INV-605,21GDLDB9849F1ZK,2025-01,179406,996700
INV-606,01YAOQS0373X1ZX,2025-01,73227.24,406818
INV-607,28EDFFB3253W1ZJ,2025-01,166587.84,925488
INV-608,19AHHWB2275Z1ZG,2025-01,2382.12,13234
INV-609,25XVAOH1860M1ZQ,2025-01,77638.68,431326
INV-610,17BQZRF3950I1ZH,2025-01,24995.52,138864
INV-611,28PDYEO0579V1ZP,2025-01,133781.76,743232
INV-612,07YOCHN3434T1ZP,2025-01,118509.84,658388
INV-613,27QHEMO9182P1ZB,2025-01,91490.76,508282
INV-614,05AXRYV4637N1ZL,2025-01,37271.52,207064
INV-615,33QHKJZ5525K1ZO,2025-01,179584.74,997693
INV-616,10HAVWI4099P1ZJ,2025-01,69786.36,387702
INV-617,22CLTQE0316D1ZU,2025-01,140679.9,781555
INV-618,26MXGQK3310O1ZO,2025-01,45882.54,254903
INV-619,01YAOQS0373X1ZX,2025-01,141320.16,785112
INV-620,08UOBNR0604P1ZD,2025-01,67545.72,375254
INV-621,02GUREW9408C1ZK,2025-01,179497.8,997210
INV-622,08BIDGE5033L1ZO,2025-01,133826.04,743478
INV-623,10NKQVR0678B1ZH,2025-01,57264.66,318137
INV-624,29KHVLK6051U1ZO,2025-01,28820.7,160115
INV-625,35OJJPX0292M1ZL,2025-01,149937.66,832987
INV-626,17LHZWC3326A1ZV,2025-01,81759.11,532112
INV-627,15CWMZP8277H1ZH,2025-01,128836.08,715756
INV-628,09QPAGU3964M1ZL,2025-01,33518.88,186216
INV-629,33GASVP6844K1ZR,2025-01,92806.2,515590
INV-630,11MNMIA9592L1ZB,2025-01,47731.86,265177
INV-631,13SRNZT4189O1ZD,2025-01,126322.56,701792
INV-632,07WISHY8543K1ZD,2025-01,83883.24,466018
INV-633,02GUREW9408C1ZK,2025-01,177136.56,984092
INV-634,26NQNKS0562J1ZC,2025-01,146435.94,813533
INV-635,09YATAM4864G1ZS,2025-01,50425.74,280143
INV-636,14EWUHM1869J1ZX,2025-01,171199.44,951108
INV-637,12OOTTO6741Z1ZF,2025-01,27423,152350
INV-638,30TJATI8878C1ZJ,2025-01,94654.08,525856
INV-639,04HUQBR0328V1ZL,2025-01,64614.06,358967
INV-640,22SMMFE8005F1ZE,2025-01,146441.16,813562
INV-641,26BMEVV8172Y1ZO,2025-01,59618.33,369898
INV-642,11SDCLJ5375F1ZM,2025-01,142030.44,789058
INV-643,30QHQEA0511I1ZE,2025-01,149979.24,833218
INV-644,24ZUBJL1972F1ZW,2025-01,84273.84,468188
INV-645,31FVHOH1720Q1ZH,2025-01,23635.62,131309
INV-646,19NHVZG5395E1ZC,2025-01,18624.42,103469
INV-647,33KIOSS1900E1ZP,2025-01,178692.48,992736
INV-648,28WVVSN3687O1ZW,2025-01,23714.28,131746
INV-649,10GQLRX4250L1ZS,2025-01,162860.58,904781
INV-650,13THBXY4145Q1ZA,2025-01,110689.38,614941
INV-651,05LXOSJ3168Y1ZD,2025-01,113169.96,628722
INV-652,05JLNVM5884L1ZZ,2025-01,75060,417000
INV-653,09DBASM4906N1ZO,2025-01,70695.9,392755
INV-654,06BPXFP1906M1ZV,2025-01,25639.56,142442
INV-655,35VOSZO7794O1ZS,2025-01,113305.14,629473
INV-656,36LJHUT2399Y1ZG,2025-01,3534.12,19634
INV-657,14XKMNJ0707M1ZE,2025-01,61428.96,341272
INV-658,28WVVSN3687O1ZW,2025-01,57823.56,321242
INV-659,09IMTOG3467P1ZR,2025-01,87826.32,487924
INV-660,23DZKDZ8794X1ZR,2025-01,29332.08,162956
INV-661,32COLPC4200X1ZI,2025-01,158032.8,877960
INV-662,18FZLKA1555K1ZD,2025-01,62224.2,345690
INV-663,35FOTOQ9663V1ZQ,2025-01,25102.98,139461
INV-664,15PGACU1846F1ZM,2025-01,110133.54,611853
INV-665,15BPBLF6134G1ZU,2025-01,42512.94,236183
INV-666,15PGACU1846F1ZM,2025-01,72901.26,405007
INV-667,20GRSUB9445W1ZN,2025-01,30621.42,170119
INV-668,08AQDWU9435U1ZG,2025-01,168068.15,989823
INV-669,22XMMAD1488O1ZZ,2025-01,11721.42,65119
INV-670,23ICNHB0945Q1ZK,2025-01,139091.22,772729
INV-671,37OIZFB1027F1ZW,2025-01,126229.32,701274
INV-672,05TPSBY1730Y1ZO,2025-01,75841.38,421341
INV-673,37DNFBT3455H1ZN,2025-01,91155.24,506418
INV-674,33JMOJG1572Q1ZA,2025-01,75610.62,420059
INV-675,18IKFFB5950X1ZW,2025-01,50461.17,306788
INV-676,14RVYGQ8899X1ZU,2025-01,38622.24,214568
INV-677,04EGBVX4443M1ZV,2025-01,76122,422900
INV-678,25EGGDE2273H1ZX,2025-01,143785.44,798808
INV-679,05OAYVM5936M1ZB,2025-01,12015.36,66752
INV-680,34EHGJA6310L1ZY,2025-01,32696.28,181646
INV-681,26MXGQK3310O1ZO,2025-01,133157.16,739762
INV-682,24EZMCL6014S1ZD,2025-01,29134.26,161857
INV-683,05OAYVM5936M1ZB,2025-01,143052.3,794735
INV-684,16ABUMP3010T1ZK,2025-01,3523.68,19576
INV-685,08BIDGE5033L1ZO,2025-01,110456.28,613646
INV-686,37TIQTD1337Y1ZR,2025-01,163823.22,910129
INV-687,28PDYEO0579V1ZP,2025-01,82414.44,457858
INV-688,20BKPAH2123A1ZP,2025-01,176573.88,980966
INV-689,28EDFFB3253W1ZJ,2025-01,91240.92,506894
INV-690,35IAWGP9053Z1ZK,2025-01,23948.46,133047
INV-691,02MHXCV7337Q1ZP,2025-01,113799.06,632217
INV-692,18WDDGE6007H1ZS,2025-01,120137.04,667428
INV-693,33CEPRG1825T1ZC,2025-01,24223.14,134573
INV-694,03JQUQP0180D1ZN,2025-01,47876.62,327393
INV-695,27UAZGL2560P1ZE,2025-01,34355.7,190865
INV-696,14QDKRW0175M1ZL,2025-01,148236.66,823537
INV-697,37OJOTJ4900J1ZT,2025-01,101026.33,700507
INV-698,24MLYMO3828C1ZJ,2025-01,165043.44,916908
INV-699,15FDDTP4545V1ZG,2025-01,121148.82,673049
INV-700,30AYELZ4998J1ZF,2025-01,3989.88,22166
INV-701,30SLTZH8544X1ZS,2025-01,23051.9,137980
INV-702,37OJOTJ4900J1ZT,2025-01,173269.44,962608
INV-703,13SKRJX4200R1ZH,2025-01,112564.26,625357
INV-704,19MDBQP6411V1ZM,2025-01,53463.78,297021
INV-705,01OMLEB9484C1ZS,2025-01,151727.22,842929
INV-706,10NKQVR0678B1ZH,2025-01,93187.98,517711
INV-707,16SJUSB4414M1ZL,2025-01,58114.08,322856
INV-708,04PTYFF6110A1ZN,2025-01,63184.86,351027
INV-709,36ROMWN3496L1ZY,2025-01,164536.74,914093
INV-710,30GDERV6083C1ZW,2025-01,155223.54,862353
INV-711,05ODRBF5048J1ZY,2025-01,106752.78,593071
INV-712,10MAXQG6069Z1ZD,2025-01,101850.66,565837
INV-713,33DMNBY8459F1ZW,2025-01,133718.51,887809
INV-714,12UYSDK4157G1ZO,2025-01,156348.36,868602
INV-715,13SRNZT4189O1ZD,2025-01,143921.7,799565
INV-716,05ROKNM5636D1ZD,2025-01,171216.72,951204
INV-717,20AQFJI6157Y1ZI,2025-01,114876.72,638204
INV-718,22CJJIG0419C1ZR,2025-01,106500.06,591667
INV-719,37MBBYX5093G1ZS,2025-01,25023.96,139022
INV-720,37DEXNK9687J1ZC,2025-01,40724.46,226247
INV-721,17IWSHA9074Y1ZH,2025-01,107967.6,599820
INV-722,31XBJCK7866O1ZT,2025-01,8406.9,46705
INV-723,28RGIRK8590U1ZF,2025-01,58154.58,323081
INV-724,32BXFNY1950C1ZG,2025-01,29057.56,189938
INV-725,34EHGJA6310L1ZY,2025-01,1816.02,10089
INV-726,23FGCUW4619F1ZZ,2025-01,99841.5,554675
INV-727,13UZHER1153N1ZI,2025-01,85775.76,476532
INV-728,03JQUQP0180D1ZN,2025-01,132995.88,738866
INV-729,02PDJVP7634L1ZN,2025-01,68259.78,379221
INV-730,32WBMGZ0264H1ZC,2025-01,41405.76,230032
INV-731,34BBHYY0751Q1ZV,2025-01,156525.12,869584
INV-732,34IGRIG1649C1ZA,2025-01,37297.62,207209
INV-733,08BIDGE5033L1ZO,2025-01,158953.14,883073
INV-734,17RSRVQ9634S1ZL,2025-01,115450.92,641394
INV-735,33KIOSS1900E1ZP,2025-01,69571.26,386507
INV-736,21GOQYP4748T1ZH,2025-01,119257.56,662542
INV-737,02MNDKU5916Z1ZX,2025-01,49923.36,277352
INV-738,16ABUMP3010T1ZK,2025-01,172360.08,957556
INV-739,18VWRZF3773X1ZN,2025-01,17513.64,97298
INV-740,12MCGFN0921W1ZF,2025-01,169785.99,995870
INV-741,37OBSNY5715M1ZC,2025-01,40258.8,223660
INV-742,19GBHOT1335A1ZF,2025-01,52647.48,292486
INV-743,26BMEVV8172Y1ZO,2025-01,38157.12,211984
INV-744,05ROKNM5636D1ZD,2025-01,124062.66,689237
INV-745,36AYVGE7330E1ZS,2025-01,81013.14,450073
INV-746,25MDWAY4696B1ZD,2025-01,83644.38,464691
INV-747,31GSLZY0374P1ZD,2025-01,115727.04,642928
INV-748,24SBDHK5873D1ZU,2025-01,25321.32,140674
INV-749,13IPAHZ6941B1ZH,2025-01,105301.08,585006
INV-750,37FZETA7927W1ZC,2025-01,122629.32,681274
INV-751,36ROMWN3496L1ZY,2025-01,64749.24,359718
INV-752,28SKVPD3953S1ZY,2025-01,152435.7,846865
INV-753,21VUFAI2298K1ZG,2025-01,20286.72,112704
INV-754,12MKOGG4929P1ZG,2025-01,60355.68,407024
INV-755,24MGTTV4896N1ZI,2025-01,25110.36,139502
INV-756,18IKFFB5950X1ZW,2025-01,167047.2,928040
INV-757,32PCVHK5199T1ZL,2025-01,154078.02,855989
INV-758,35AVCWT8752Z1ZZ,2025-01,67652.64,375848
INV-759,28JJHJZ8074N1ZZ,2025-01,55024.92,305694
INV-760,31JIXWO2175M1ZH,2025-01,20498.04,113878
INV-761,25LRRCQ7701W1ZZ,2025-01,143711.1,798395
INV-762,21PPPJV6872T1ZS,2025-01,153943.38,855241
INV-763,37TIQTD1337Y1ZR,2025-01,102151.62,567509
INV-764,13UORYV7784C1ZD,2025-01,162162.18,900901
INV-765,17FCAJZ6575Y1ZF,2025-01,25878.42,143769
INV-766,06CBYYW8061O1ZP,2025-01,98732.16,548512
INV-767,21UHJDN5710M1ZT,2025-01,28728,159600
INV-768,22XMMAD1488O1ZZ,2025-01,47936.33,290357
INV-769,03RVHXB4166W1ZW,2025-01,122443.56,680242
INV-770,01MNMTK9720T1ZX,2025-01,48818.16,271212
INV-771,32IOIHA5082Z1ZP,2025-01,135201.42,751119
INV-772,07IZKOY5620M1ZS,2025-01,68615.46,381197
INV-773,15GJHYS1847A1ZH,2025-01,53859.78,299221
INV-774,28WVVSN3687O1ZW,2025-01,137406.06,763367
INV-775,19PUOEW4276M1ZH,2025-01,145043.87,909595
INV-776,05YRTKV2705L1ZB,2025-01,78526.98,436261
INV-777,17FSITY6172S1ZY,2025-01,121591.08,675506
INV-778,21GOQYP4748T1ZH,2025-01,47105.28,261696
INV-779,37DEXNK9687J1ZC,2025-01,12636,70200
INV-780,15GJHYS1847A1ZH,2025-01,106394.04,591078
INV-781,16ATMZP3442V1ZP,2025-01,3818.52,21214
INV-782,28RGIRK8590U1ZF,2025-01,177792.3,987735
INV-783,17QLZGB8883V1ZK,2025-01,99005.04,550028
INV-784,04MXBHA0165G1ZF,2025-01,102288.78,568271
INV-785,30GDERV6083C1ZW,2025-01,4423.5,24575
INV-786,02PDJVP7634L1ZN,2025-01,158720.94,881783
INV-787,12MCGFN0921W1ZF,2025-01,134409.6,746720
INV-788,14FTVBC8134I1ZV,2025-01,47896.02,266089
INV-789,15QYSPP2554L1ZZ,2025-01,157204.62,873359
INV-790,16WFFGQ1196V1ZP,2025-01,9794.34,54413
INV-791,31GSLZY0374P1ZD,2025-01,33609.24,186718
INV-792,24CPVAN3439D1ZG,2025-01,145945.44,810808
INV-793,12UNDFD7053Z1ZR,2025-01,34794.9,193305
INV-794,30WTALU8473O1ZW,2025-01,26962.92,149794
INV-795,14EWUHM1869J1ZX,2025-01,11408.22,63379
INV-796,13THBXY4145Q1ZA,2025-01,33977.7,188765
INV-797,32DZPGE5509D1ZO,2025-01,65587.5,364375
INV-798,22DRBDW4138T1ZF,2025-01,103555.26,575307
INV-799,15TAOPS2125H1ZP,2025-01,92986.56,516592
INV-800,32RJUGC4491J1ZK,2025-01,2221.56,12342
INV-801,03MJDYW5974K1ZH,2025-01,42844.68,238026
INV-802,06GDUIP3724E1ZD,2025-01,123157.08,684206
INV-803,07EJJFF1911E1ZP,2025-01,8487,47150
INV-804,10MAKDX6534I1ZR,2025-01,161920.98,899561
INV-805,28EDFFB3253W1ZJ,2025-01,2911.86,16177
INV-806,13MEKIT6973I1ZZ,2025-01,58111.74,322843
INV-807,22CJJIG0419C1ZR,2025-01,67807.62,376709
INV-808,32OCCUV3807R1ZG,2025-01,3472.92,19294
INV-809,36GSFRA4156W1ZE,2025-01,39085.2,217140
INV-810,14RLIVV8375W1ZV,2025-01,171387.9,952155
INV-811,05GRHFC9771F1ZW,2025-01,174143.52,967464
INV-812,15KVKSI3296P1ZC,2025-01,147028.32,816824
INV-813,12UNDFD7053Z1ZR,2025-01,90641.34,503563
INV-814,23IJWMU7732K1ZN,2025-01,70596.18,392201
INV-815,31NYLVV9060W1ZO,2025-01,103047.12,572484
INV-816,07IZKOY5620M1ZS,2025-01,125668.62,698159
INV-817,35DJTGJ6364T1ZR,2025-01,68565.6,380920
INV-818,33ZRCZU9981E1ZH,2025-01,168569.28,936496
INV-819,10EVUVE4462O1ZT,2025-01,55573.02,308739
INV-820,36LJHUT2399Y1ZG,2025-01,81271.44,451508
INV-821,36RMEFB7030P1ZQ,2025-01,32057.82,178099
INV-822,25YWFYY6699G1ZI,2025-01,92263.86,512577
INV-823,21WZGJW4349M1ZM,2025-01,81279,451550
INV-824,08HUMPU8934F1ZB,2025-01,152760.96,848672
INV-825,10GQLRX4250L1ZS,2025-01,63120.42,350669
INV-826,30TJATI8878C1ZJ,2025-01,176116.32,978424
INV-827,01ROKEJ7672R1ZE,2025-01,22161.42,123119
INV-828,15KVKSI3296P1ZC,2025-01,66750.48,370836
INV-829,01PNWWB9905L1ZD,2025-01,130983.12,727684
INV-830,37DNFBT3455H1ZN,2025-01,158426.1,880145
INV-831,18UJKPN7002R1ZS,2025-01,140985.54,783253
INV-832,04WDZIZ8918F1ZY,2025-01,56434.86,313527
INV-833,30SLTZH8544X1ZS,2025-01,145414.98,807861
INV-834,07RBVMQ4335Z1ZI,2025-01,30582.54,169903
INV-835,31GRZPF0457Y1ZM,2025-01,54863.1,304795
INV-836,27IMRDZ9168P1ZP,2025-01,134100.9,745005
INV-837,32PCVHK5199T1ZL,2025-01,82800.9,460005
INV-838,11FATAH4797C1ZF,2025-01,149532.84,830738
INV-839,21GOQYP4748T1ZH,2025-01,96612.3,536735
INV-840,15ZEHUN5756Y1ZT,2025-01,163151.64,906398
INV-841,10HAVWI4099P1ZJ,2025-01,29871,165950
INV-842,17RSRVQ9634S1ZL,2025-01,77539.5,430775
INV-843,10EVUVE4462O1ZT,2025-01,177161.4,984230
INV-844,13DTOUN0309Z1ZJ,2025-01,118154.16,656412
INV-845,35WRYZK4650V1ZL,2025-01,11417.4,63430
INV-846,09ZQYNS3134S1ZV,2025-01,59639.58,331331
INV-847,15IYXVG6513R1ZC,2025-01,43658.64,242548
INV-848,04WDZIZ8918F1ZY,2025-01,13379.22,74329
INV-849,26BMEVV8172Y1ZO,2025-01,11549.52,64164
INV-850,21CREDI2227K1ZJ,2025-01,70422.66,391237
INV-851,32HEVQW9413R1ZQ,2025-01,119787.26,756151
INV-852,24CAIJH1145N1ZD,2025-01,170745.48,948586
INV-853,36HRYDD1526W1ZK,2025-01,1900.98,10561
INV-854,34DIBWW3817X1ZJ,2025-01,62507.34,347263
INV-855,26RRSRZ2430W1ZS,2025-01,54678.24,303768
INV-856,32DTGZE8076K1ZO,2025-01,36687.24,203818
INV-857,03JQUQP0180D1ZN,2025-01,70423.56,391242
INV-858,32DZPGE5509D1ZO,2025-01,20086.74,111593
INV-859,37FQTGB7390V1ZN,2025-01,105942.6,588570
INV-860,16TRMPG4468C1ZM,2025-01,141714.18,787301
INV-861,01MNMTK9720T1ZX,2025-01,103497.59,627518
INV-862,05DFRAS8941C1ZH,2025-01,46768.5,259825
INV-863,12VBULH0109Q1ZM,2025-01,112087.98,622711
INV-864,04MXBHA0165G1ZF,2025-01,21875.76,121532
INV-865,22YTNUD8896E1ZG,2025-01,115392.42,641069
INV-866,28QGWLJ2674Z1ZR,2025-01,173967.48,966486
INV-867,15ZEHUN5756Y1ZT,2025-01,38213.82,212299
