gstin,period,itc_claimed,total_tax_paid,filing_date,due_date
32DZPGE5509D1ZO,2025-06,1514289,1478198,27-02-2026,27-02-2026
19NHVZG5395E1ZC,2025-01,1575209,1564131,27-02-2026,17-02-2026
19NHVZG5395E1ZC,2025-02,926412,897014,27-02-2026,27-02-2026
19NHVZG5395E1ZC,2025-03,609049,632775,27-02-2026,27-02-2026
19NHVZG5395E1ZC,2025-04,1396013,1363813,27-02-2026,12-02-2026
19NHVZG5395E1ZC,2025-05,532711,489858,27-02-2026,27-02-2026
19NHVZG5395E1ZC,2025-06,122575,129824,27-02-2026,27-02-2026
33GASVP6844K1ZR,2025-01,1740261,1752911,27-02-2026,27-02-2026
33GASVP6844K1ZR,2025-02,733258,705242,27-02-2026,27-02-2026
33GASVP6844K1ZR,2025-03,340685,320686,27-02-2026,27-02-2026
33GASVP6844K1ZR,2025-04,1073774,1105039,27-02-2026,20-02-2026
33GASVP6844K1ZR,2025-05,979087,943722,27-02-2026,27-02-2026
33GASVP6844K1ZR,2025-06,1155460,1129149,27-02-2026,27-02-2026
21WZGJW4349M1ZM,2025-01,1123004,1146317,27-02-2026,27-02-2026
21WZGJW4349M1ZM,2025-02,1250970,1288774,27-02-2026,27-02-2026
21WZGJW4349M1ZM,2025-03,1750953,1780035,27-02-2026,27-02-2026
21WZGJW4349M1ZM,2025-04,815501,854459,27-02-2026,27-02-2026
21WZGJW4349M1ZM,2025-05,1320595,1346928,27-02-2026,27-02-2026
21WZGJW4349M1ZM,2025-06,667598,669185,27-02-2026,27-02-2026
09NPWWL5474U1ZE,2025-01,636056,642752,27-02-2026,27-02-2026
09NPWWL5474U1ZE,2025-02,312786,294014,27-02-2026,27-02-2026
09NPWWL5474U1ZE,2025-03,73275,57068,27-02-2026,27-02-2026
09NPWWL5474U1ZE,2025-04,366253,355988,27-02-2026,27-02-2026
09NPWWL5474U1ZE,2025-05,1847202,1893856,27-02-2026,27-02-2026
09NPWWL5474U1ZE,2025-06,1049170,1069731,27-02-2026,27-02-2026
17ISQWW8337Y1ZP,2025-01,546128,560839,27-02-2026,27-02-2026
17ISQWW8337Y1ZP,2025-02,1661429,1620489,27-02-2026,10-02-2026
17ISQWW8337Y1ZP,2025-03,1608223,1622195,27-02-2026,27-02-2026
17ISQWW8337Y1ZP,2025-04,1613269,1569174,27-02-2026,27-02-2026
17ISQWW8337Y1ZP,2025-05,798005,807174,27-02-2026,27-02-2026
17ISQWW8337Y1ZP,2025-06,898183,912420,27-02-2026,27-02-2026
05GRHFC9771F1ZW,2025-01,1905191,1861018,27-02-2026,27-02-2026
05GRHFC9771F1ZW,2025-02,1913347,1929342,27-02-2026,27-02-2026
05GRHFC9771F1ZW,2025-03,130157,170752,27-02-2026,27-02-2026
05GRHFC9771F1ZW,2025-04,977680,991060,27-02-2026,27-02-2026
05GRHFC9771F1ZW,2025-05,1747816,1781078,27-02-2026,27-02-2026
05GRHFC9771F1ZW,2025-06,575915,617803,27-02-2026,27-02-2026
21UHJDN5710M1ZT,2025-01,99952,138153,27-02-2026,27-02-2026
21UHJDN5710M1ZT,2025-02,877393,840204,27-02-2026,27-02-2026
21UHJDN5710M1ZT,2025-03,36375,84223,27-02-2026,27-02-2026
21UHJDN5710M1ZT,2025-04,1691688,1731502,27-02-2026,27-02-2026
21UHJDN5710M1ZT,2025-05,818119,803271,27-02-2026,15-02-2026
21UHJDN5710M1ZT,2025-06,688667,661930,27-02-2026,27-02-2026
10GQLRX4250L1ZS,2025-01,615198,650079,27-02-2026,27-02-2026
10GQLRX4250L1ZS,2025-02,1832852,1799301,27-02-2026,27-02-2026
10GQLRX4250L1ZS,2025-03,1037365,1077446,27-02-2026,27-02-2026
10GQLRX4250L1ZS,2025-04,1940273,1902110,27-02-2026,27-02-2026
10GQLRX4250L1ZS,2025-05,896895,898178,27-02-2026,27-02-2026
10GQLRX4250L1ZS,2025-06,738815,735813,27-02-2026,03-02-2026
17LHZWC3326A1ZV,2025-01,240291,281067,27-02-2026,27-02-2026
17LHZWC3326A1ZV,2025-02,1762906,1767416,27-02-2026,27-02-2026
17LHZWC3326A1ZV,2025-03,179766,184995,27-02-2026,27-02-2026
17LHZWC3326A1ZV,2025-04,100489,124632,27-02-2026,27-02-2026
17LHZWC3326A1ZV,2025-05,1969205,2017019,27-02-2026,27-02-2026
17LHZWC3326A1ZV,2025-06,536142,539531,27-02-2026,27-02-2026
37WUZXT8972Z1ZL,2025-01,726460,750997,27-02-2026,27-02-2026
37WUZXT8972Z1ZL,2025-02,667632,633284,27-02-2026,27-02-2026
37WUZXT8972Z1ZL,2025-03,254458,213862,27-02-2026,27-02-2026
37WUZXT8972Z1ZL,2025-04,1241054,1234861,27-02-2026,27-02-2026
37WUZXT8972Z1ZL,2025-05,402934,370196,27-02-2026,27-02-2026
37WUZXT8972Z1ZL,2025-06,1962671,1922454,27-02-2026,27-02-2026
17RSRVQ9634S1ZL,2025-01,792641,794404,27-02-2026,27-02-2026
17RSRVQ9634S1ZL,2025-02,151297,179082,27-02-2026,27-02-2026
17RSRVQ9634S1ZL,2025-03,1999768,1968815,27-02-2026,27-02-2026
17RSRVQ9634S1ZL,2025-04,1904862,1929246,27-02-2026,27-02-2026
17RSRVQ9634S1ZL,2025-05,1180300,1229889,27-02-2026,27-02-2026
17RSRVQ9634S1ZL,2025-06,1225790,1239502,27-02-2026,27-02-2026
19IKFUW3521P1ZZ,2025-01,1112251,1125392,27-02-2026,27-02-2026
19IKFUW3521P1ZZ,2025-02,1560897,1536875,27-02-2026,27-02-2026
19IKFUW3521P1ZZ,2025-03,1959752,1939173,27-02-2026,27-02-2026
19IKFUW3521P1ZZ,2025-04,349814,364650,27-02-2026,27-02-2026
19IKFUW3521P1ZZ,2025-05,554988,597868,27-02-2026,27-02-2026
19IKFUW3521P1ZZ,2025-06,1206852,1180864,27-02-2026,27-02-2026
08MBTFR6385C1ZZ,2025-01,1716460,1740305,27-02-2026,27-02-2026
08MBTFR6385C1ZZ,2025-02,894906,877731,27-02-2026,27-02-2026
08MBTFR6385C1ZZ,2025-03,19068,-15138,27-02-2026,22-02-2026
08MBTFR6385C1ZZ,2025-04,600489,603621,27-02-2026,27-02-2026
08MBTFR6385C1ZZ,2025-05,241937,255881,27-02-2026,27-02-2026
08MBTFR6385C1ZZ,2025-06,236322,285038,27-02-2026,27-02-2026
35DJTGJ6364T1ZR,2025-01,1206777,1222628,27-02-2026,27-02-2026
35DJTGJ6364T1ZR,2025-02,521111,532281,27-02-2026,27-02-2026
35DJTGJ6364T1ZR,2025-03,1765011,1783714,27-02-2026,27-02-2026
35DJTGJ6364T1ZR,2025-04,484422,485318,27-02-2026,27-02-2026
35DJTGJ6364T1ZR,2025-05,1662800,1632448,27-02-2026,27-02-2026
35DJTGJ6364T1ZR,2025-06,35314,39476,27-02-2026,27-02-2026
05QMSQD0091H1ZR,2025-01,884887,896549,27-02-2026,27-02-2026
05QMSQD0091H1ZR,2025-02,1038300,1047908,27-02-2026,27-02-2026
05QMSQD0091H1ZR,2025-03,1310950,1356817,27-02-2026,27-02-2026
05QMSQD0091H1ZR,2025-04,1617154,1646843,27-02-2026,27-02-2026
05QMSQD0091H1ZR,2025-05,1688534,1647038,27-02-2026,27-02-2026
05QMSQD0091H1ZR,2025-06,1855226,1806326,27-02-2026,27-02-2026
24RTYKT1404N1ZI,2025-01,465266,512848,27-02-2026,21-02-2026
24RTYKT1404N1ZI,2025-02,436223,388643,27-02-2026,27-02-2026
24RTYKT1404N1ZI,2025-03,657051,675701,27-02-2026,21-02-2026
24RTYKT1404N1ZI,2025-04,648805,689869,27-02-2026,27-02-2026
24RTYKT1404N1ZI,2025-05,1578983,1571565,27-02-2026,27-02-2026
24RTYKT1404N1ZI,2025-06,1660556,1655322,27-02-2026,27-02-2026
29LGJZJ9602D1ZO,2025-01,179583,144778,27-02-2026,27-02-2026
29LGJZJ9602D1ZO,2025-02,36983,18811,27-02-2026,27-02-2026
29LGJZJ9602D1ZO,2025-03,1450182,1456446,27-02-2026,27-02-2026
29LGJZJ9602D1ZO,2025-04,1070269,1107588,27-02-2026,27-02-2026
29LGJZJ9602D1ZO,2025-05,1396880,1355675,27-02-2026,27-02-2026
29LGJZJ9602D1ZO,2025-06,429159,464282,27-02-2026,27-02-2026
02BIZUF8558H1ZK,2025-01,1499336,1462833,27-02-2026,27-02-2026
02BIZUF8558H1ZK,2025-02,1063853,1113744,27-02-2026,24-02-2026
02BIZUF8558H1ZK,2025-03,1025916,1054938,27-02-2026,27-02-2026
02BIZUF8558H1ZK,2025-04,1347034,1348323,27-02-2026,27-02-2026
02BIZUF8558H1ZK,2025-05,834692,814646,27-02-2026,27-02-2026
02BIZUF8558H1ZK,2025-06,1016971,989933,27-02-2026,27-02-2026
18WDDGE6007H1ZS,2025-01,1373241,1355519,27-02-2026,27-02-2026
18WDDGE6007H1ZS,2025-02,1790586,1783363,27-02-2026,27-02-2026
18WDDGE6007H1ZS,2025-03,715245,666578,27-02-2026,27-02-2026
18WDDGE6007H1ZS,2025-04,1444176,1458576,27-02-2026,27-02-2026
18WDDGE6007H1ZS,2025-05,1513921,1486600,27-02-2026,27-02-2026
18WDDGE6007H1ZS,2025-06,74731,54211,27-02-2026,27-02-2026
17BTNTM7515T1ZB,2025-01,468663,463887,27-02-2026,27-02-2026
17BTNTM7515T1ZB,2025-02,1407321,1454611,27-02-2026,27-02-2026
17BTNTM7515T1ZB,2025-03,335688,378813,27-02-2026,27-02-2026
17BTNTM7515T1ZB,2025-04,274543,314887,27-02-2026,27-02-2026
17BTNTM7515T1ZB,2025-05,879376,888571,27-02-2026,27-02-2026
17BTNTM7515T1ZB,2025-06,1230641,1263394,27-02-2026,27-02-2026
02BMKRM9006C1ZE,2025-01,1715596,1761485,27-02-2026,27-02-2026
02BMKRM9006C1ZE,2025-02,784171,786967,27-02-2026,10-02-2026
02BMKRM9006C1ZE,2025-03,1174860,1132932,27-02-2026,27-02-2026
02BMKRM9006C1ZE,2025-04,273825,315707,27-02-2026,27-02-2026
02BMKRM9006C1ZE,2025-05,701562,671453,27-02-2026,27-02-2026
02BMKRM9006C1ZE,2025-06,1678249,1699265,27-02-2026,27-02-2026
36SJPHN4716Y1ZR,2025-01,1059619,1056220,27-02-2026,27-02-2026
36SJPHN4716Y1ZR,2025-02,1074678,1090579,27-02-2026,27-02-2026
36SJPHN4716Y1ZR,2025-03,1916988,1867509,27-02-2026,27-02-2026
36SJPHN4716Y1ZR,2025-04,697878,663712,27-02-2026,18-02-2026
36SJPHN4716Y1ZR,2025-05,936348,951445,27-02-2026,27-02-2026
36SJPHN4716Y1ZR,2025-06,1214487,1176185,27-02-2026,27-02-2026
15KVKSI3296P1ZC,2025-01,1532285,1493412,27-02-2026,27-02-2026
15KVKSI3296P1ZC,2025-02,933718,937972,27-02-2026,27-02-2026
15KVKSI3296P1ZC,2025-03,298706,315309,27-02-2026,27-02-2026
15KVKSI3296P1ZC,2025-04,290761,332922,27-02-2026,27-02-2026
15KVKSI3296P1ZC,2025-05,237584,261966,27-02-2026,27-02-2026
15KVKSI3296P1ZC,2025-06,1386882,1372126,27-02-2026,27-02-2026
28CTVOP5313V1ZY,2025-01,1875144,1842319,27-02-2026,27-02-2026
28CTVOP5313V1ZY,2025-02,1188387,1172929,27-02-2026,27-02-2026
28CTVOP5313V1ZY,2025-03,407854,445790,27-02-2026,27-02-2026
28CTVOP5313V1ZY,2025-04,1562634,1554556,27-02-2026,12-02-2026
28CTVOP5313V1ZY,2025-05,1758302,1761947,27-02-2026,27-02-2026
28CTVOP5313V1ZY,2025-06,171112,215723,27-02-2026,27-02-2026
20JPFRF1837S1ZH,2025-01,1936353,1957437,27-02-2026,27-02-2026
20JPFRF1837S1ZH,2025-02,729871,761834,27-02-2026,27-02-2026
20JPFRF1837S1ZH,2025-03,1639369,1685942,27-02-2026,27-02-2026
20JPFRF1837S1ZH,2025-04,1492757,1519122,27-02-2026,27-02-2026
20JPFRF1837S1ZH,2025-05,1472636,1470805,27-02-2026,27-02-2026
20JPFRF1837S1ZH,2025-06,1520500,1522965,27-02-2026,03-02-2026
36AYVGE7330E1ZS,2025-01,1091225,1065802,27-02-2026,27-02-2026
36AYVGE7330E1ZS,2025-02,1193466,1234818,27-02-2026,27-02-2026
36AYVGE7330E1ZS,2025-03,1972556,2021750,27-02-2026,27-02-2026
36AYVGE7330E1ZS,2025-04,814516,766516,27-02-2026,27-02-2026
36AYVGE7330E1ZS,2025-05,1224614,1211940,27-02-2026,27-02-2026
36AYVGE7330E1ZS,2025-06,1346132,1356382,27-02-2026,27-02-2026
02CNJLE3395B1ZE,2025-01,812918,776821,27-02-2026,27-02-2026
02CNJLE3395B1ZE,2025-02,1417932,1398044,27-02-2026,27-02-2026
02CNJLE3395B1ZE,2025-03,1489484,1509090,27-02-2026,27-02-2026
02CNJLE3395B1ZE,2025-04,1973048,1980502,27-02-2026,27-02-2026
02CNJLE3395B1ZE,2025-05,1412871,1381202,27-02-2026,27-02-2026
02CNJLE3395B1ZE,2025-06,1952835,1985919,27-02-2026,27-02-2026
06HRMLH7142V1ZS,2025-01,1164651,1186626,27-02-2026,27-02-2026
06HRMLH7142V1ZS,2025-02,341231,292726,27-02-2026,27-02-2026
06HRMLH7142V1ZS,2025-03,840509,852995,27-02-2026,27-02-2026
06HRMLH7142V1ZS,2025-04,938777,910258,27-02-2026,27-02-2026
06HRMLH7142V1ZS,2025-05,1366580,1374749,27-02-2026,27-02-2026
06HRMLH7142V1ZS,2025-06,1633918,1616714,27-02-2026,27-02-2026
20BKPAH2123A1ZP,2025-01,1888664,1887859,27-02-2026,27-02-2026
20BKPAH2123A1ZP,2025-02,1022951,973076,27-02-2026,27-02-2026
20BKPAH2123A1ZP,2025-03,1224891,1257325,27-02-2026,27-02-2026
20BKPAH2123A1ZP,2025-04,738774,741940,27-02-2026,27-02-2026
20BKPAH2123A1ZP,2025-05,1038408,1026025,27-02-2026,27-02-2026
20BKPAH2123A1ZP,2025-06,1245124,1248606,27-02-2026,11-02-2026
25NFORJ3744C1ZK,2025-01,81234,72868,27-02-2026,27-02-2026
25NFORJ3744C1ZK,2025-02,1726939,1735998,27-02-2026,27-02-2026
25NFORJ3744C1ZK,2025-03,169162,170603,27-02-2026,27-02-2026
25NFORJ3744C1ZK,2025-04,1248040,1295386,27-02-2026,27-02-2026
25NFORJ3744C1ZK,2025-05,902772,924829,27-02-2026,06-02-2026
25NFORJ3744C1ZK,2025-06,1575028,1556627,27-02-2026,27-02-2026
26SKCAI8689C1ZN,2025-01,1593461,1589832,27-02-2026,27-02-2026
26SKCAI8689C1ZN,2025-02,1129459,1095779,27-02-2026,27-02-2026
26SKCAI8689C1ZN,2025-03,703141,680973,27-02-2026,27-02-2026
26SKCAI8689C1ZN,2025-04,1246893,1219974,27-02-2026,27-02-2026
26SKCAI8689C1ZN,2025-05,277973,269422,27-02-2026,18-02-2026
26SKCAI8689C1ZN,2025-06,1640231,1656866,27-02-2026,27-02-2026
26NKIII1515Y1ZL,2025-01,1449528,1403809,27-02-2026,27-02-2026
26NKIII1515Y1ZL,2025-02,1091460,1048242,27-02-2026,27-02-2026
26NKIII1515Y1ZL,2025-03,1791354,1753232,27-02-2026,27-02-2026
26NKIII1515Y1ZL,2025-04,819721,785731,27-02-2026,27-02-2026
26NKIII1515Y1ZL,2025-05,1285899,1297089,27-02-2026,27-02-2026
26NKIII1515Y1ZL,2025-06,95742,49094,27-02-2026,27-02-2026
07DFPTR1747Y1ZS,2025-01,1874305,1828882,27-02-2026,27-02-2026
07DFPTR1747Y1ZS,2025-02,1098532,1114915,27-02-2026,27-02-2026
07DFPTR1747Y1ZS,2025-03,833107,840913,27-02-2026,27-02-2026
07DFPTR1747Y1ZS,2025-04,1332892,1323397,27-02-2026,03-02-2026
07DFPTR1747Y1ZS,2025-05,603614,585597,27-02-2026,27-02-2026
07DFPTR1747Y1ZS,2025-06,1589653,1614685,27-02-2026,27-02-2026
21WQDBL3205J1ZO,2025-01,1172812,1202029,27-02-2026,27-02-2026
21WQDBL3205J1ZO,2025-02,451802,415867,27-02-2026,27-02-2026
21WQDBL3205J1ZO,2025-03,1994567,2019964,27-02-2026,14-02-2026
21WQDBL3205J1ZO,2025-04,151942,170581,27-02-2026,27-02-2026
21WQDBL3205J1ZO,2025-05,239031,215393,27-02-2026,27-02-2026
21WQDBL3205J1ZO,2025-06,626128,592623,27-02-2026,27-02-2026
24VBWWP5457B1ZO,2025-01,1383101,1426126,27-02-2026,27-02-2026
24VBWWP5457B1ZO,2025-02,1331748,1290629,27-02-2026,27-02-2026
24VBWWP5457B1ZO,2025-03,1903709,1930114,27-02-2026,27-02-2026
24VBWWP5457B1ZO,2025-04,421710,470760,27-02-2026,27-02-2026
24VBWWP5457B1ZO,2025-05,1813170,1861210,27-02-2026,27-02-2026
24VBWWP5457B1ZO,2025-06,358236,394983,27-02-2026,27-02-2026
31NYLVV9060W1ZO,2025-01,142232,116013,27-02-2026,16-02-2026
31NYLVV9060W1ZO,2025-02,1313270,1345171,27-02-2026,27-02-2026
31NYLVV9060W1ZO,2025-03,1538190,1577743,27-02-2026,27-02-2026
31NYLVV9060W1ZO,2025-04,527792,550906,27-02-2026,09-02-2026
31NYLVV9060W1ZO,2025-05,1434765,1439649,27-02-2026,27-02-2026
31NYLVV9060W1ZO,2025-06,1797998,1804385,27-02-2026,27-02-2026
11JXKUR0633R1ZV,2025-01,1753553,1725221,27-02-2026,27-02-2026
11JXKUR0633R1ZV,2025-02,1889620,1848930,27-02-2026,27-02-2026
11JXKUR0633R1ZV,2025-03,1648084,1638682,27-02-2026,27-02-2026
11JXKUR0633R1ZV,2025-04,1193160,1223362,27-02-2026,31-01-2026
11JXKUR0633R1ZV,2025-05,1163671,1142227,27-02-2026,09-02-2026
11JXKUR0633R1ZV,2025-06,611400,599436,27-02-2026,27-02-2026
10IPDJZ6359J1ZR,2025-01,54768,73980,27-02-2026,27-02-2026
10IPDJZ6359J1ZR,2025-02,864520,845822,27-02-2026,27-02-2026
10IPDJZ6359J1ZR,2025-03,1338837,1370558,27-02-2026,30-01-2026
10IPDJZ6359J1ZR,2025-04,1489842,1440959,27-02-2026,27-02-2026
10IPDJZ6359J1ZR,2025-05,1587290,1587343,27-02-2026,27-02-2026
10IPDJZ6359J1ZR,2025-06,1850161,1800739,27-02-2026,27-02-2026
09RVTRN6433F1ZG,2025-01,740335,730825,27-02-2026,27-02-2026
09RVTRN6433F1ZG,2025-02,1165386,1158076,27-02-2026,27-02-2026
09RVTRN6433F1ZG,2025-03,478216,442036,27-02-2026,24-02-2026
09RVTRN6433F1ZG,2025-04,1078194,1082583,27-02-2026,27-02-2026
09RVTRN6433F1ZG,2025-05,927952,936813,27-02-2026,14-02-2026
09RVTRN6433F1ZG,2025-06,1044510,1003878,27-02-2026,27-02-2026
15ZEHUN5756Y1ZT,2025-01,1487119,1524267,27-02-2026,27-02-2026
15ZEHUN5756Y1ZT,2025-02,1610628,1565001,27-02-2026,27-02-2026
15ZEHUN5756Y1ZT,2025-03,133890,104348,27-02-2026,10-02-2026
15ZEHUN5756Y1ZT,2025-04,680228,687618,27-02-2026,27-02-2026
15ZEHUN5756Y1ZT,2025-05,759777,775769,27-02-2026,27-02-2026
15ZEHUN5756Y1ZT,2025-06,509598,548671,27-02-2026,27-02-2026
10EVUVE4462O1ZT,2025-01,448753,453494,27-02-2026,27-02-2026
10EVUVE4462O1ZT,2025-02,928355,942423,27-02-2026,10-02-2026
10EVUVE4462O1ZT,2025-03,242289,270228,27-02-2026,27-02-2026
10EVUVE4462O1ZT,2025-04,568447,618012,27-02-2026,07-02-2026
10EVUVE4462O1ZT,2025-05,1399133,1372066,27-02-2026,27-02-2026
10EVUVE4462O1ZT,2025-06,726394,774783,27-02-2026,29-01-2026
35GZUXF6547Y1ZM,2025-01,144520,119337,27-02-2026,27-02-2026
35GZUXF6547Y1ZM,2025-02,600985,626507,27-02-2026,27-02-2026
35GZUXF6547Y1ZM,2025-03,1009554,993470,27-02-2026,27-02-2026
35GZUXF6547Y1ZM,2025-04,208694,249708,27-02-2026,27-02-2026
35GZUXF6547Y1ZM,2025-05,673444,653443,27-02-2026,27-02-2026
35GZUXF6547Y1ZM,2025-06,1615406,1588697,27-02-2026,15-02-2026
11VUDGQ8518D1ZJ,2025-01,1518221,1507601,27-02-2026,27-02-2026
11VUDGQ8518D1ZJ,2025-02,1431707,1449629,27-02-2026,27-02-2026
11VUDGQ8518D1ZJ,2025-03,1805307,1797661,27-02-2026,27-02-2026
11VUDGQ8518D1ZJ,2025-04,1382995,1412102,27-02-2026,27-02-2026
11VUDGQ8518D1ZJ,2025-05,1493097,1457842,27-02-2026,27-02-2026
11VUDGQ8518D1ZJ,2025-06,1998685,1962346,27-02-2026,27-02-2026
29XDLYF4300Q1ZL,2025-01,1727430,1692138,27-02-2026,27-02-2026
29XDLYF4300Q1ZL,2025-02,1008922,991644,27-02-2026,27-02-2026
29XDLYF4300Q1ZL,2025-03,1149689,1144819,27-02-2026,27-02-2026
29XDLYF4300Q1ZL,2025-04,974578,980653,27-02-2026,27-02-2026
29XDLYF4300Q1ZL,2025-05,1046927,1001786,27-02-2026,27-02-2026
29XDLYF4300Q1ZL,2025-06,136425,173066,27-02-2026,27-02-2026
24FICSI1094E1ZY,2025-01,1286158,1307539,27-02-2026,27-02-2026
24FICSI1094E1ZY,2025-02,152000,178400,27-02-2026,27-02-2026
24FICSI1094E1ZY,2025-03,919991,912407,27-02-2026,27-02-2026
24FICSI1094E1ZY,2025-04,382197,431733,27-02-2026,27-02-2026
24FICSI1094E1ZY,2025-05,1077755,1083896,27-02-2026,27-02-2026
24FICSI1094E1ZY,2025-06,1943028,1975027,27-02-2026,27-02-2026
01XAFDY6472D1ZB,2025-01,800253,776827,27-02-2026,27-02-2026
01XAFDY6472D1ZB,2025-02,1801199,1778274,27-02-2026,27-02-2026
01XAFDY6472D1ZB,2025-03,522145,511552,27-02-2026,27-02-2026
01XAFDY6472D1ZB,2025-04,300259,286814,27-02-2026,27-02-2026
01XAFDY6472D1ZB,2025-05,958060,915085,27-02-2026,27-02-2026
01XAFDY6472D1ZB,2025-06,674361,668564,27-02-2026,03-02-2026
30BVMNQ5720L1ZH,2025-01,1799352,1818881,27-02-2026,27-02-2026
30BVMNQ5720L1ZH,2025-02,853953,829168,27-02-2026,27-02-2026
30BVMNQ5720L1ZH,2025-03,1737817,1771681,27-02-2026,27-02-2026
30BVMNQ5720L1ZH,2025-04,574854,613620,27-02-2026,27-02-2026
30BVMNQ5720L1ZH,2025-05,983051,944673,27-02-2026,27-02-2026
30BVMNQ5720L1ZH,2025-06,1404800,1423656,27-02-2026,27-02-2026
06NJYOU5080M1ZL,2025-01,1630885,1601948,27-02-2026,27-02-2026
06NJYOU5080M1ZL,2025-02,1226359,1237005,27-02-2026,27-02-2026
06NJYOU5080M1ZL,2025-03,1019572,1024355,27-02-2026,27-02-2026
06NJYOU5080M1ZL,2025-04,1881220,1859479,27-02-2026,06-02-2026
06NJYOU5080M1ZL,2025-05,61559,38968,27-02-2026,27-02-2026
06NJYOU5080M1ZL,2025-06,1376194,1362777,27-02-2026,11-02-2026
05ITQUT3058F1ZY,2025-01,1587266,1628369,27-02-2026,27-02-2026
05ITQUT3058F1ZY,2025-02,1114380,1076960,27-02-2026,27-02-2026
05ITQUT3058F1ZY,2025-03,1935199,1901301,27-02-2026,27-02-2026
05ITQUT3058F1ZY,2025-04,385082,429965,27-02-2026,27-02-2026
05ITQUT3058F1ZY,2025-05,199323,242741,27-02-2026,27-02-2026
05ITQUT3058F1ZY,2025-06,302548,319450,27-02-2026,27-02-2026
12VBULH0109Q1ZM,2025-01,1828315,1829663,27-02-2026,27-02-2026
12VBULH0109Q1ZM,2025-02,514685,554495,27-02-2026,27-02-2026
12VBULH0109Q1ZM,2025-03,1829366,1875355,27-02-2026,27-02-2026
12VBULH0109Q1ZM,2025-04,585824,580614,27-02-2026,27-02-2026
12VBULH0109Q1ZM,2025-05,145107,165775,27-02-2026,27-02-2026
12VBULH0109Q1ZM,2025-06,677518,698135,27-02-2026,27-02-2026
03TEJUW3138X1ZO,2025-01,189386,173632,27-02-2026,27-02-2026
03TEJUW3138X1ZO,2025-02,117302,97742,27-02-2026,27-02-2026
03TEJUW3138X1ZO,2025-03,481141,434809,27-02-2026,27-02-2026
03TEJUW3138X1ZO,2025-04,1069242,1038989,27-02-2026,13-02-2026
03TEJUW3138X1ZO,2025-05,410103,402882,27-02-2026,27-02-2026
03TEJUW3138X1ZO,2025-06,1836784,1867048,27-02-2026,27-02-2026
32RJUGC4491J1ZK,2025-01,946959,972924,27-02-2026,27-02-2026
32RJUGC4491J1ZK,2025-02,765581,773649,27-02-2026,27-02-2026
32RJUGC4491J1ZK,2025-03,1747109,1763135,27-02-2026,27-02-2026
32RJUGC4491J1ZK,2025-04,1382050,1350305,27-02-2026,27-02-2026
32RJUGC4491J1ZK,2025-05,319873,366754,27-02-2026,27-02-2026
32RJUGC4491J1ZK,2025-06,135163,153911,27-02-2026,27-02-2026
19HPLRJ0839I1ZU,2025-01,1793489,1814254,27-02-2026,27-02-2026
19HPLRJ0839I1ZU,2025-02,819363,807658,27-02-2026,27-02-2026
19HPLRJ0839I1ZU,2025-03,635069,642511,27-02-2026,27-02-2026
19HPLRJ0839I1ZU,2025-04,1447015,1486154,27-02-2026,27-02-2026
19HPLRJ0839I1ZU,2025-05,452290,404948,27-02-2026,27-02-2026
19HPLRJ0839I1ZU,2025-06,1794756,1792138,27-02-2026,09-02-2026
26JURYD6700Y1ZU,2025-01,381391,399635,27-02-2026,27-02-2026
26JURYD6700Y1ZU,2025-02,838501,849689,27-02-2026,27-02-2026
26JURYD6700Y1ZU,2025-03,834037,811475,27-02-2026,27-02-2026
26JURYD6700Y1ZU,2025-04,434374,416366,27-02-2026,27-02-2026
26JURYD6700Y1ZU,2025-05,822530,778019,27-02-2026,23-02-2026
26JURYD6700Y1ZU,2025-06,340715,388261,27-02-2026,27-02-2026
37ADLJL0133I1ZH,2025-01,1088249,1040120,27-02-2026,27-02-2026
37ADLJL0133I1ZH,2025-02,1480100,1483213,27-02-2026,27-02-2026
37ADLJL0133I1ZH,2025-03,1091221,1078443,27-02-2026,01-02-2026
37ADLJL0133I1ZH,2025-04,599903,624740,27-02-2026,27-02-2026
37ADLJL0133I1ZH,2025-05,918291,899688,27-02-2026,27-02-2026
37ADLJL0133I1ZH,2025-06,1810295,1849399,27-02-2026,27-02-2026
12MKOGG4929P1ZG,2025-01,1987163,1949617,27-02-2026,27-02-2026
12MKOGG4929P1ZG,2025-02,824091,828099,27-02-2026,27-02-2026
12MKOGG4929P1ZG,2025-03,914989,888440,27-02-2026,27-02-2026
12MKOGG4929P1ZG,2025-04,1109246,1095175,27-02-2026,27-02-2026
12MKOGG4929P1ZG,2025-05,651785,611270,27-02-2026,27-02-2026
12MKOGG4929P1ZG,2025-06,1128666,1161983,27-02-2026,16-02-2026
05LXLCR8330R1ZJ,2025-01,1300422,1300014,27-02-2026,27-02-2026
05LXLCR8330R1ZJ,2025-02,1887086,1912444,27-02-2026,27-02-2026
05LXLCR8330R1ZJ,2025-03,1611820,1575463,27-02-2026,27-02-2026
05LXLCR8330R1ZJ,2025-04,1082588,1073508,27-02-2026,27-02-2026
05LXLCR8330R1ZJ,2025-05,177350,132119,27-02-2026,27-02-2026
05LXLCR8330R1ZJ,2025-06,1577531,1533266,27-02-2026,27-02-2026
12UNDFD7053Z1ZR,2025-01,393057,394105,27-02-2026,27-02-2026
12UNDFD7053Z1ZR,2025-02,631164,636062,27-02-2026,27-02-2026
12UNDFD7053Z1ZR,2025-03,1346184,1309802,27-02-2026,27-02-2026
