invoice_no,seller_gstin,buyer_gstin,invoice_date,taxable_value,cgst,sgst,igst,total_tax
INV-243,17RSRVQ9634S1ZL,30TCRFK9917X1ZR,27-02-2026,977057,0,0,175870.26,175870.26
INV-244,16WFFGQ1196V1ZP,15RQMYJ3165J1ZD,25-02-2026,14487,0,0,2607.66,2607.66
INV-245,20AZFIU9895S1ZS,26SKCAI8689C1ZN,08-10-2025,443232,0,0,79781.76,79781.76
INV-246,07EJJFF1911E1ZP,34HMTAR3399I1ZZ,25-10-2025,747463,0,0,134543.34,134543.34
INV-247,22OGRCY5454R1ZD,03MJDYW5974K1ZH,07-02-2026,574271,0,0,103368.78,103368.78
INV-248,37TIQTD1337Y1ZR,37AGPDL6303U1ZL,14-09-2025,690627,0,0,124312.86,124312.86
INV-249,02QGMCY4236X1ZW,14RIHYQ4576D1ZV,09-09-2025,42450,0,0,7641,7641
INV-250,26MXGQK3310O1ZO,30JDJPG8039X1ZC,29-11-2025,139410,0,0,25093.8,25093.8
INV-251,30VRLYP0969K1ZX,10MAXQG6069Z1ZD,27-09-2025,404659,0,0,72838.62,72838.62
INV-252,28EDFFB3253W1ZJ,24DUGXU0820W1ZS,02-09-2025,195793,0,0,35242.74,35242.74
INV-253,14RSRBQ5242U1ZW,21UHJDN5710M1ZT,25-11-2025,495168,0,0,89130.24,89130.24
INV-254,29KWBNS1542I1ZZ,10EVUVE4462O1ZT,25-02-2026,476173,0,0,85711.14,85711.14
INV-255,12MKOGG4929P1ZG,22YTNUD8896E1ZG,18-12-2025,30742,0,0,5533.56,5533.56
INV-256,37DNFBT3455H1ZN,20LOFKQ4710W1ZQ,28-11-2025,753647,0,0,135656.46,135656.46
INV-257,10EVUVE4462O1ZT,17FSITY6172S1ZY,23-09-2025,865932,0,0,155867.76,155867.76
INV-258,21QSPKX7975O1ZN,32ZQMEU1749R1ZU,02-01-2026,857684,0,0,154383.12,154383.12
INV-259,10EQXIY0809Y1ZS,08HUMPU8934F1ZB,18-02-2026,390632,0,0,70313.76,70313.76
INV-260,17VTPBI0990P1ZB,08HUMPU8934F1ZB,31-08-2025,958444,0,0,172519.92,172519.92
INV-261,15PGACU1846F1ZM,22BYMJX2969P1ZX,26-02-2026,229242,0,0,41263.56,41263.56
INV-262,11VUDGQ8518D1ZJ,32PCVHK5199T1ZL,18-11-2025,679448,0,0,122300.64,122300.64
INV-263,01ROKEJ7672R1ZE,27QHEMO9182P1ZB,05-10-2025,300819,0,0,54147.42,54147.42
INV-264,03ADQIX9273K1ZF,36GSFRA4156W1ZE,09-10-2025,188758,0,0,33976.44,33976.44
INV-265,35GZUXF6547Y1ZM,09EACEA6346S1ZI,06-10-2025,784703,0,0,141246.54,141246.54
INV-266,20AZFIU9895S1ZS,37FQTGB7390V1ZN,06-10-2025,642262,0,0,115607.16,115607.16
INV-267,26NKIII1515Y1ZL,36LEWLT8274H1ZI,26-01-2026,626735,0,0,112812.3,112812.3
INV-268,22YTNUD8896E1ZG,36LEWLT8274H1ZI,23-12-2025,143620,0,0,25851.6,25851.6
INV-269,27XRXKV8255D1ZQ,03RNUKX8061Q1ZU,31-12-2025,907034,0,0,163266.12,163266.12
INV-270,24CPVAN3439D1ZG,25RPIWK6623K1ZJ,19-12-2025,774305,0,0,139374.9,139374.9
INV-271,10EVUVE4462O1ZT,30CKEYC1111G1ZQ,22-02-2026,720912,0,0,129764.16,129764.16
INV-272,05GMCIH9139D1ZK,04HUQBR0328V1ZL,14-10-2025,720656,0,0,129718.08,129718.08
INV-273,14JCJWE2293F1ZP,37YCAID6479X1ZX,07-10-2025,723745,0,0,130274.1,130274.1
INV-274,13UORYV7784C1ZD,07YOCHN3434T1ZP,10-11-2025,12049,0,0,2168.82,2168.82
INV-275,30QHQEA0511I1ZE,30JDJPG8039X1ZC,14-09-2025,998884,0,0,179799.12,179799.12
INV-276,35IAWGP9053Z1ZK,24ZUBJL1972F1ZW,07-12-2025,994360,0,0,178984.8,178984.8
INV-277,32DTGZE8076K1ZO,08QTTWS7738Q1ZV,19-12-2025,436640,0,0,78595.2,78595.2
INV-278,17ISQWW8337Y1ZP,09IMTOG3467P1ZR,31-10-2025,553471,0,0,99624.78,99624.78
INV-279,08HUMPU8934F1ZB,16TRMPG4468C1ZM,16-02-2026,552383,0,0,99428.94,99428.94
INV-280,13UORYV7784C1ZD,09YATAM4864G1ZS,15-02-2026,245455,0,0,44181.9,44181.9
INV-281,14SMXLB1455V1ZZ,15QYSPP2554L1ZZ,14-10-2025,450467,0,0,81084.06,81084.06
INV-282,31OGHKW0555T1ZE,20EGVKX3719X1ZC,19-11-2025,15409,0,0,2773.62,2773.62
INV-283,35GZUXF6547Y1ZM,28CCFTO6234V1ZS,04-10-2025,95782,0,0,17240.76,17240.76
INV-284,22CLTQE0316D1ZU,04FXWBG6219S1ZS,01-01-2026,783266,0,0,140987.88,140987.88
INV-285,35FOTOQ9663V1ZQ,16PUSXA7955G1ZZ,26-12-2025,88056,0,0,15850.08,15850.08
INV-286,11VUDGQ8518D1ZJ,02CNJLE3395B1ZE,10-12-2025,355217,0,0,63939.06,63939.06
INV-287,34MOXDD4553Y1ZO,02DGGTT2309P1ZR,03-02-2026,665669,0,0,119820.42,119820.42
INV-288,07GELKH2948R1ZD,04WDZIZ8918F1ZY,21-02-2026,462931,0,0,83327.58,83327.58
INV-289,33KIOSS1900E1ZP,05HBKZG8109G1ZT,04-12-2025,666720,0,0,120009.6,120009.6
INV-290,30WTALU8473O1ZW,31GRZPF0457Y1ZM,31-01-2026,269159,0,0,48448.62,48448.62
INV-291,26RRSRZ2430W1ZS,21GDLDB9849F1ZK,14-02-2026,367356,0,0,66124.08,66124.08
INV-292,19KUUSF6549T1ZW,20GRSUB9445W1ZN,29-12-2025,554918,0,0,99885.24,99885.24
INV-293,28WVVSN3687O1ZW,26PRCLW1234K1ZY,27-09-2025,823432,0,0,148217.76,148217.76
INV-294,07RBVMQ4335Z1ZI,25EBYZI9874U1ZF,03-02-2026,811215,0,0,146018.7,146018.7
INV-295,21QSPKX7975O1ZN,18ODSCR8472B1ZM,27-01-2026,617056,0,0,111070.08,111070.08
INV-296,16VCWGM6308F1ZP,14EUHTR1448J1ZV,19-02-2026,73634,0,0,13254.12,13254.12
INV-297,09GQGPS2908J1ZG,37MBBYX5093G1ZS,03-09-2025,943320,0,0,169797.6,169797.6
INV-298,36LEWLT8274H1ZI,18HGTPX7631Z1ZW,12-02-2026,143730,0,0,25871.4,25871.4
INV-299,22EHZFQ9082I1ZB,32COLPC4200X1ZI,13-02-2026,473385,0,0,85209.3,85209.3
INV-300,15TAOPS2125H1ZP,34UMONK6196O1ZK,09-11-2025,666602,0,0,119988.36,119988.36
INV-301,36LEWLT8274H1ZI,33OLPXT6026S1ZS,13-02-2026,720477,0,0,129685.86,129685.86
INV-302,20SDOVY1377U1ZN,35IAWGP9053Z1ZK,22-11-2025,319242,0,0,57463.56,57463.56
INV-303,34ZKYZD2028N1ZW,37YCGOK5673O1ZJ,14-11-2025,657288,0,0,118311.84,118311.84
INV-304,10EQXIY0809Y1ZS,35WRYZK4650V1ZL,12-09-2025,638700,0,0,114966,114966
INV-305,19MYWQY4649C1ZF,21VUFAI2298K1ZG,21-11-2025,485436,0,0,87378.48,87378.48
INV-306,24MLYMO3828C1ZJ,08SGMYQ9249Y1ZY,22-09-2025,458901,0,0,82602.18,82602.18
INV-307,07RBVMQ4335Z1ZI,19AHHWB2275Z1ZG,14-09-2025,366113,0,0,65900.34,65900.34
INV-308,24VAZPV6967H1ZI,30JDJPG8039X1ZC,21-02-2026,830960,0,0,149572.8,149572.8
INV-309,07YOCHN3434T1ZP,17PEYKL7714U1ZV,30-09-2025,354136,0,0,63744.48,63744.48
INV-310,10EVUVE4462O1ZT,07WISHY8543K1ZD,24-02-2026,117677,0,0,21181.86,21181.86
INV-311,17FCAJZ6575Y1ZF,12UYSDK4157G1ZO,29-09-2025,80825,0,0,14548.5,14548.5
INV-312,25MDWAY4696B1ZD,22NHTSP5266K1ZX,04-10-2025,213019,0,0,38343.42,38343.42
INV-313,21UHJDN5710M1ZT,16NUPSH6521C1ZF,24-12-2025,543618,0,0,97851.24,97851.24
INV-314,32OCCUV3807R1ZG,16PUSXA7955G1ZZ,22-09-2025,514783,0,0,92660.94,92660.94
INV-315,26MXGQK3310O1ZO,10IPDJZ6359J1ZR,23-01-2026,264963,0,0,47693.34,47693.34
INV-316,08SGMYQ9249Y1ZY,28OCYRD0354B1ZJ,26-01-2026,73429,0,0,13217.22,13217.22
INV-317,26JOBAE4475D1ZQ,35KESUP1066K1ZN,19-10-2025,467019,0,0,84063.42,84063.42
INV-318,33QHKJZ5525K1ZO,16ABUMP3010T1ZK,28-11-2025,801018,0,0,144183.24,144183.24
INV-319,26JOBAE4475D1ZQ,31UJPTT6014H1ZC,12-10-2025,938222,0,0,168879.96,168879.96
INV-320,24AAMJP9075Y1ZY,29LGJZJ9602D1ZO,30-10-2025,164569,0,0,29622.42,29622.42
INV-321,16ENVGK3459H1ZJ,17BQZRF3950I1ZH,15-12-2025,369557,0,0,66520.26,66520.26
INV-322,30AYELZ4998J1ZF,30VRLYP0969K1ZX,18-10-2025,18474,0,0,3325.32,3325.32
INV-323,35KESUP1066K1ZN,05ROKNM5636D1ZD,21-01-2026,721249,0,0,129824.82,129824.82
INV-324,37HOAHL5644G1ZQ,21GDLDB9849F1ZK,07-10-2025,541741,0,0,97513.38,97513.38
INV-325,08BIDGE5033L1ZO,08KOGSA9577V1ZG,01-12-2025,452563,0,0,81461.34,81461.34
INV-326,11VUDGQ8518D1ZJ,01XAFDY6472D1ZB,07-01-2026,681670,0,0,122700.6,122700.6
INV-327,34WICDY1497H1ZV,14VKUYA8549J1ZY,10-01-2026,368143,0,0,66265.74,66265.74
INV-328,12OOTTO6741Z1ZF,15RQMYJ3165J1ZD,03-09-2025,738531,0,0,132935.58,132935.58
INV-329,09QPAGU3964M1ZL,35VOSZO7794O1ZS,05-12-2025,736048,0,0,132488.64,132488.64
INV-330,35YMKTA1088Q1ZU,31WEVPU8162X1ZV,04-12-2025,603595,0,0,108647.1,108647.1
INV-331,24JKLOZ6878R1ZN,23IJWMU7732K1ZN,05-12-2025,449033,0,0,80825.94,80825.94
INV-332,36AYVGE7330E1ZS,33OLPXT6026S1ZS,17-02-2026,486370,0,0,87546.6,87546.6
INV-333,08HUMPU8934F1ZB,37ADLJL0133I1ZH,27-02-2026,974641,0,0,175435.38,175435.38
INV-334,16NUPSH6521C1ZF,05LXLCR8330R1ZJ,31-12-2025,736894,0,0,132640.92,132640.92
INV-335,11WUFFF2658Y1ZV,21QSPKX7975O1ZN,28-12-2025,233491,0,0,42028.38,42028.38
INV-336,04WDZIZ8918F1ZY,22XMMAD1488O1ZZ,05-12-2025,815671,0,0,146820.78,146820.78
INV-337,22CLTQE0316D1ZU,34HSINF6783E1ZI,06-01-2026,404172,0,0,72750.96,72750.96
INV-338,01YAOQS0373X1ZX,11JXKUR0633R1ZV,26-02-2026,876212,0,0,157718.16,157718.16
INV-339,16TRMPG4468C1ZM,21VUFAI2298K1ZG,28-11-2025,87312,0,0,15716.16,15716.16
INV-340,01ZYWEM2403M1ZI,05GFPYJ6220G1ZK,22-01-2026,130784,0,0,23541.12,23541.12
INV-341,37IPRIH1623B1ZR,04JLHRP1012C1ZP,19-09-2025,213846,0,0,38492.28,38492.28
INV-342,31UJPTT6014H1ZC,16GQPXB3303O1ZV,27-11-2025,812719,0,0,146289.42,146289.42
INV-343,28OCYRD0354B1ZJ,01ZYWEM2403M1ZI,08-01-2026,218795,0,0,39383.1,39383.1
INV-344,23DZKDZ8794X1ZR,26NKIII1515Y1ZL,22-12-2025,239580,0,0,43124.4,43124.4
INV-345,11XORDW1743Y1ZO,26NKIII1515Y1ZL,09-10-2025,366324,0,0,65938.32,65938.32
INV-346,05KLOVQ6103K1ZR,21WQDBL3205J1ZO,22-02-2026,215507,0,0,38791.26,38791.26
INV-347,07DFPTR1747Y1ZS,24XCJQJ1507G1ZE,02-02-2026,284505,0,0,51210.9,51210.9
INV-348,37YCMBT7145I1ZQ,22DRBDW4138T1ZF,23-01-2026,720360,0,0,129664.8,129664.8
INV-349,13THBXY4145Q1ZA,34EHGJA6310L1ZY,30-01-2026,835663,0,0,150419.34,150419.34
INV-350,02MHXCV7337Q1ZP,24VAZPV6967H1ZI,11-12-2025,230449,0,0,41480.82,41480.82
INV-351,26DPSBX3279L1ZA,21GDLDB9849F1ZK,24-11-2025,397596,0,0,71567.28,71567.28
INV-352,09EACEA6346S1ZI,25NFORJ3744C1ZK,16-10-2025,996879,0,0,179438.22,179438.22
INV-353,05HBKZG8109G1ZT,19MYWQY4649C1ZF,08-11-2025,934491,0,0,168208.38,168208.38
INV-354,37AGPDL6303U1ZL,03NLVBZ5375Q1ZY,28-01-2026,78553,0,0,14139.54,14139.54
INV-355,24RTYKT1404N1ZI,13UORYV7784C1ZD,25-01-2026,979047,0,0,176228.46,176228.46
INV-356,12IAABK5637I1ZG,15ZEHUN5756Y1ZT,14-10-2025,210992,0,0,37978.56,37978.56
INV-357,09GQGPS2908J1ZG,34HMTAR3399I1ZZ,08-12-2025,402435,0,0,72438.3,72438.3
INV-358,18UJKPN7002R1ZS,11TLQMI7586L1ZH,27-12-2025,677044,0,0,121867.92,121867.92
INV-359,15QYSPP2554L1ZZ,23FGCUW4619F1ZZ,23-09-2025,810149,0,0,145826.82,145826.82
INV-360,35KESUP1066K1ZN,09RVTRN6433F1ZG,13-10-2025,905940,0,0,163069.2,163069.2
INV-361,10UXOZO1226O1ZL,28PQHHU2546H1ZX,06-12-2025,165783,0,0,29840.94,29840.94
INV-362,33KBBSU5181T1ZK,08KOGSA9577V1ZG,18-12-2025,670035,0,0,120606.3,120606.3
INV-363,27QHEMO9182P1ZB,21UHJDN5710M1ZT,20-10-2025,902865,0,0,162515.7,162515.7
INV-364,06FHVTV5629A1ZQ,31UJPTT6014H1ZC,25-10-2025,938864,0,0,168995.52,168995.52
INV-365,12VBULH0109Q1ZM,18IKFFB5950X1ZW,30-10-2025,95362,0,0,17165.16,17165.16
INV-366,25MDWAY4696B1ZD,05AXRYV4637N1ZL,11-02-2026,654755,0,0,117855.9,117855.9
INV-367,06HRMLH7142V1ZS,32WBMGZ0264H1ZC,15-09-2025,416968,0,0,75054.24,75054.24
INV-368,14OOHYU5138R1ZO,28RGIRK8590U1ZF,23-10-2025,402446,0,0,72440.28,72440.28
INV-369,17PEYKL7714U1ZV,24MLYMO3828C1ZJ,07-12-2025,197693,0,0,35584.74,35584.74
INV-370,03NLVBZ5375Q1ZY,07CJHJV8660S1ZA,03-09-2025,561001,0,0,100980.18,100980.18
INV-371,12IBLFU5177E1ZT,11SDCLJ5375F1ZM,29-10-2025,528827,0,0,95188.86,95188.86
INV-372,08ITQSA3261T1ZU,08CRXOA9644B1ZW,17-09-2025,430422,0,0,77475.96,77475.96
INV-373,15QYSPP2554L1ZZ,25MDWAY4696B1ZD,14-09-2025,622350,0,0,112023,112023
INV-374,34IGRIG1649C1ZA,12VBULH0109Q1ZM,07-01-2026,240189,0,0,43234.02,43234.02
INV-375,36KIHLW7654N1ZE,20AQFJI6157Y1ZI,18-11-2025,255770,0,0,46038.6,46038.6
INV-376,26JURYD6700Y1ZU,01NKASN2564F1ZD,23-11-2025,455668,0,0,82020.24,82020.24
INV-377,35OJJPX0292M1ZL,15KVKSI3296P1ZC,24-11-2025,990941,0,0,178369.38,178369.38
INV-378,14OZMJY4556X1ZV,02MNDKU5916Z1ZX,24-01-2026,98876,0,0,17797.68,17797.68
INV-379,14OOHYU5138R1ZO,16VCWGM6308F1ZP,06-11-2025,319380,0,0,57488.4,57488.4
INV-380,17PEYKL7714U1ZV,32KVMCA7225F1ZY,01-10-2025,251358,0,0,45244.44,45244.44
INV-381,32GXBQV0319F1ZX,09QPAGU3964M1ZL,21-09-2025,547145,0,0,98486.1,98486.1
INV-382,28CCFTO6234V1ZS,11TLQMI7586L1ZH,31-10-2025,483066,0,0,86951.88,86951.88
INV-383,32DTGZE8076K1ZO,33BHVEY8550D1ZZ,23-10-2025,395364,0,0,71165.52,71165.52
INV-384,07LVITY3702O1ZP,24SBDHK5873D1ZU,21-02-2026,410944,0,0,73969.92,73969.92
INV-385,21WQDBL3205J1ZO,26MXGQK3310O1ZO,22-12-2025,255147,0,0,45926.46,45926.46
INV-386,26BMEVV8172Y1ZO,27GCAOZ3676Y1ZA,06-02-2026,386536,0,0,69576.48,69576.48
INV-387,10UXOZO1226O1ZL,24XCJQJ1507G1ZE,19-10-2025,536138,0,0,96504.84,96504.84
INV-388,07FVWTL8060W1ZK,26BMEVV8172Y1ZO,19-12-2025,91955,0,0,16551.9,16551.9
INV-389,24MGTTV4896N1ZI,06BKSMK4513C1ZO,28-01-2026,113189,0,0,20374.02,20374.02
INV-390,35UXMHM3677O1ZE,16TRMPG4468C1ZM,11-10-2025,50140,0,0,9025.2,9025.2
INV-391,24FICSI1094E1ZY,24SVPXC2616S1ZU,08-09-2025,216198,0,0,38915.64,38915.64
INV-392,13MEKIT6973I1ZZ,31GRZPF0457Y1ZM,06-09-2025,327420,0,0,58935.6,58935.6
INV-393,24XCJQJ1507G1ZE,15FDDTP4545V1ZG,31-08-2025,209903,0,0,37782.54,37782.54
INV-394,17BQZRF3950I1ZH,08MBTFR6385C1ZZ,11-10-2025,906531,0,0,163175.58,163175.58
INV-395,02PDJVP7634L1ZN,31FVHOH1720Q1ZH,13-12-2025,18948,0,0,3410.64,3410.64
INV-396,09TZQKZ3893V1ZV,30URHFU6941V1ZB,16-11-2025,373470,0,0,67224.6,67224.6
INV-397,12QUDKQ3015Y1ZU,29HBFUP1144R1ZL,02-10-2025,871784,0,0,156921.12,156921.12
INV-398,30MYDXG3193K1ZO,09GBSOO4553O1ZI,30-10-2025,22468,0,0,4044.24,4044.24
INV-399,10SUDGZ7784G1ZA,37LWLDM6145A1ZC,20-01-2026,808134,0,0,145464.12,145464.12
INV-400,35WRYZK4650V1ZL,36LJHUT2399Y1ZG,31-12-2025,248633,0,0,44753.94,44753.94
INV-401,29CPGOQ5801U1ZL,14OOHYU5138R1ZO,29-10-2025,230069,0,0,41412.42,41412.42
INV-402,10EQXIY0809Y1ZS,17PEYKL7714U1ZV,09-10-2025,625517,0,0,112593.06,112593.06
INV-403,30MYDXG3193K1ZO,09QPAGU3964M1ZL,01-11-2025,767607,0,0,138169.26,138169.26
INV-404,29SLBBS0318X1ZH,12IAABK5637I1ZG,09-12-2025,100047,0,0,18008.46,18008.46
INV-405,08QTTWS7738Q1ZV,09RVTRN6433F1ZG,02-09-2025,459622,0,0,82731.96,82731.96
INV-406,18JKQUG9503W1ZL,12VBULH0109Q1ZM,04-11-2025,469990,0,0,84598.2,84598.2
INV-407,35YMKTA1088Q1ZU,05GFPYJ6220G1ZK,24-11-2025,41566,0,0,7481.88,7481.88
INV-408,35DJTGJ6364T1ZR,31WEVPU8162X1ZV,26-01-2026,926193,0,0,166714.74,166714.74
INV-409,05YRTKV2705L1ZB,28WVVSN3687O1ZW,25-02-2026,783644,0,0,141055.92,141055.92
INV-410,17QLZGB8883V1ZK,22BUBDU6468E1ZX,29-11-2025,700852,0,0,126153.36,126153.36
INV-411,02MHXCV7337Q1ZP,12UNDFD7053Z1ZR,11-11-2025,449507,0,0,80911.26,80911.26
INV-412,13IPAHZ6941B1ZH,13SRNZT4189O1ZD,04-09-2025,432962,0,0,77933.16,77933.16
INV-413,37OBSNY5715M1ZC,23IJWMU7732K1ZN,30-09-2025,351919,0,0,63345.42,63345.42
INV-414,13SKRJX4200R1ZH,03RNUKX8061Q1ZU,19-02-2026,833507,0,0,150031.26,150031.26
INV-415,20LOFKQ4710W1ZQ,35DJTGJ6364T1ZR,05-12-2025,171156,0,0,30808.08,30808.08
INV-416,29EOOWD7907H1ZC,11ARWIM9524W1ZR,26-09-2025,847965,0,0,152633.7,152633.7
INV-417,02PDJVP7634L1ZN,16WFFGQ1196V1ZP,19-11-2025,611755,0,0,110115.9,110115.9
INV-418,25WOJRT9700I1ZG,30BVMNQ5720L1ZH,11-02-2026,419611,0,0,75529.98,75529.98
INV-419,13UZHER1153N1ZI,10NKQVR0678B1ZH,29-10-2025,207487,0,0,37347.66,37347.66
INV-420,07WISHY8543K1ZD,37FZETA7927W1ZC,04-11-2025,607179,0,0,109292.22,109292.22
INV-421,16NUPSH6521C1ZF,03CMKLT6824N1ZG,04-02-2026,329443,0,0,59299.74,59299.74
INV-422,25NFORJ3744C1ZK,33OLPXT6026S1ZS,09-10-2025,717668,0,0,129180.24,129180.24
INV-423,07DFPTR1747Y1ZS,36RMEFB7030P1ZQ,04-09-2025,876621,0,0,157791.78,157791.78
INV-424,35VOSZO7794O1ZS,32JEYXK2717S1ZQ,11-01-2026,38142,0,0,6865.56,6865.56
INV-425,29XDLYF4300Q1ZL,14VKUYA8549J1ZY,21-11-2025,965614,0,0,173810.52,173810.52
INV-426,23DZKDZ8794X1ZR,06NJYOU5080M1ZL,15-12-2025,254359,0,0,45784.62,45784.62
INV-427,05ROKNM5636D1ZD,27PXNVO3752G1ZT,03-11-2025,83378,0,0,15008.04,15008.04
INV-428,37HOAHL5644G1ZQ,24GJXEK3626W1ZD,25-02-2026,553719,0,0,99669.42,99669.42
INV-429,25NFORJ3744C1ZK,13MEKIT6973I1ZZ,14-11-2025,911468,0,0,164064.24,164064.24
INV-430,33JMOJG1572Q1ZA,15KVKSI3296P1ZC,25-01-2026,126123,0,0,22702.14,22702.14
INV-431,11PGISE1309T1ZV,32IOIHA5082Z1ZP,10-02-2026,511482,0,0,92066.76,92066.76
INV-432,24DUGXU0820W1ZS,14SSTGC0329T1ZV,06-01-2026,957480,0,0,172346.4,172346.4
INV-433,17LHZWC3326A1ZV,27QHEMO9182P1ZB,10-12-2025,225667,0,0,40620.06,40620.06
INV-434,32DTGZE8076K1ZO,29GPDUQ3180A1ZF,10-09-2025,754144,0,0,135745.92,135745.92
INV-435,15RQMYJ3165J1ZD,28CTVOP5313V1ZY,03-10-2025,643035,0,0,115746.3,115746.3
INV-436,24VAZPV6967H1ZI,16ENVGK3459H1ZJ,07-01-2026,626029,0,0,112685.22,112685.22
INV-437,30HKWUQ7160F1ZD,11SDCLJ5375F1ZM,02-11-2025,728102,0,0,131058.36,131058.36
INV-438,06NNJXC8925F1ZK,01XAFDY6472D1ZB,22-01-2026,17804,0,0,3204.72,3204.72
INV-439,18ODSCR8472B1ZM,34MOXDD4553Y1ZO,17-11-2025,874637,0,0,157434.66,157434.66
INV-440,17BQZRF3950I1ZH,29TDFSP4053R1ZZ,16-10-2025,268830,0,0,48389.4,48389.4
INV-441,13MEKIT6973I1ZZ,02PDJVP7634L1ZN,25-10-2025,606879,0,0,109238.22,109238.22
INV-442,14XKMNJ0707M1ZE,24MLYMO3828C1ZJ,17-02-2026,614118,0,0,110541.24,110541.24
INV-443,22XMMAD1488O1ZZ,17FSITY6172S1ZY,15-09-2025,311897,0,0,56141.46,56141.46
INV-444,24CPVAN3439D1ZG,15QYSPP2554L1ZZ,01-12-2025,488472,0,0,87924.96,87924.96
INV-445,37DZXIO2158E1ZJ,24XCJQJ1507G1ZE,13-12-2025,756216,0,0,136118.88,136118.88
INV-446,33JMOJG1572Q1ZA,14JCJWE2293F1ZP,14-01-2026,873428,0,0,157217.04,157217.04
INV-447,28EFEHW0622N1ZR,20PNNMO4031N1ZS,22-09-2025,198301,0,0,35694.18,35694.18
INV-448,08AQDWU9435U1ZG,32DTGZE8076K1ZO,21-11-2025,490067,0,0,88212.06,88212.06
INV-449,36ROMWN3496L1ZY,05ROKNM5636D1ZD,02-09-2025,202355,0,0,36423.9,36423.9
INV-450,03RNUKX8061Q1ZU,01OMLEB9484C1ZS,02-09-2025,422668,0,0,76080.24,76080.24
INV-451,12QUDKQ3015Y1ZU,28OCYRD0354B1ZJ,18-01-2026,261338,0,0,47040.84,47040.84
INV-452,15FDDTP4545V1ZG,13UORYV7784C1ZD,13-10-2025,668592,0,0,120346.56,120346.56
INV-453,32BIQJN6421R1ZP,22RNPYX5984U1ZN,10-02-2026,970806,0,0,174745.08,174745.08
INV-454,25XVAOH1860M1ZQ,30TJATI8878C1ZJ,03-01-2026,767501,0,0,138150.18,138150.18
INV-455,30AERUX1433Y1ZD,36GSFRA4156W1ZE,09-10-2025,441256,0,0,79426.08,79426.08
INV-456,17ISQWW8337Y1ZP,24GJXEK3626W1ZD,01-02-2026,90251,0,0,16245.18,16245.18
INV-457,37REJJA6891P1ZD,01PNWWB9905L1ZD,06-12-2025,827376,0,0,148927.68,148927.68
INV-458,33BHVEY8550D1ZZ,36KIHLW7654N1ZE,25-12-2025,182846,0,0,32912.28,32912.28
INV-459,05ITQUT3058F1ZY,28RGIRK8590U1ZF,01-11-2025,56803,0,0,10224.54,10224.54
INV-460,31UECLL4769D1ZB,27GCAOZ3676Y1ZA,03-09-2025,679900,0,0,122382,122382
INV-461,30JDJPG8039X1ZC,14OOHYU5138R1ZO,22-11-2025,494341,0,0,88981.38,88981.38
INV-462,11ILMUQ1637G1ZO,34DIBWW3817X1ZJ,09-01-2026,428740,0,0,77173.2,77173.2
INV-463,36LJHUT2399Y1ZG,07BFGYW8318W1ZJ,25-12-2025,21258,0,0,3826.44,3826.44
INV-464,19NHVZG5395E1ZC,03NLVBZ5375Q1ZY,24-01-2026,971687,0,0,174903.66,174903.66
INV-465,13LDAKV3844U1ZT,20AZFIU9895S1ZS,01-11-2025,795043,0,0,143107.74,143107.74
INV-466,28ZJAFJ0381V1ZA,12FVVGL9728Q1ZM,06-02-2026,81551,0,0,14679.18,14679.18
INV-467,04EGBVX4443M1ZV,05ROKNM5636D1ZD,07-11-2025,264063,0,0,47531.34,47531.34
INV-468,35DJTGJ6364T1ZR,26RRSRZ2430W1ZS,18-12-2025,870279,0,0,156650.22,156650.22
INV-469,30WTALU8473O1ZW,20JPFRF1837S1ZH,23-02-2026,188875,0,0,33997.5,33997.5
INV-470,22BYMJX2969P1ZX,19AHHWB2275Z1ZG,14-12-2025,195846,0,0,35252.28,35252.28
INV-471,05GRHFC9771F1ZW,11PGISE1309T1ZV,19-11-2025,787462,0,0,141743.16,141743.16
INV-472,20BKPAH2123A1ZP,02QGMCY4236X1ZW,25-02-2026,714005,0,0,128520.9,128520.9
INV-473,32VROXP3750B1ZY,24SBDHK5873D1ZU,07-11-2025,170952,0,0,30771.36,30771.36
INV-474,28EDFFB3253W1ZJ,21WQDBL3205J1ZO,19-02-2026,237197,0,0,42695.46,42695.46
INV-475,13ZETAS9984W1ZS,30JDJPG8039X1ZC,03-01-2026,568155,0,0,102267.9,102267.9
INV-476,04JLHRP1012C1ZP,25XVAOH1860M1ZQ,18-09-2025,60075,0,0,10813.5,10813.5
INV-477,22BUBDU6468E1ZX,25RPIWK6623K1ZJ,11-09-2025,682149,0,0,122786.82,122786.82
INV-478,12UYSDK4157G1ZO,05ROKNM5636D1ZD,01-02-2026,950583,0,0,171104.94,171104.94
INV-479,24DUGXU0820W1ZS,04HUQBR0328V1ZL,06-11-2025,333301,0,0,59994.18,59994.18
INV-480,35IAWGP9053Z1ZK,18FZLKA1555K1ZD,15-02-2026,14892,0,0,2680.56,2680.56
INV-481,09DBASM4906N1ZO,09GQGPS2908J1ZG,07-01-2026,814377,0,0,146587.86,146587.86
INV-482,16KCEGV4546B1ZG,20PNNMO4031N1ZS,28-12-2025,402843,0,0,72511.74,72511.74
INV-483,24FICSI1094E1ZY,17FSITY6172S1ZY,12-11-2025,26817,0,0,4827.06,4827.06
INV-484,07GELKH2948R1ZD,04WDERP3542R1ZA,09-01-2026,363492,0,0,65428.56,65428.56
